client,date_of_purchase,units,price_per_unit,payment_method,payment_hour,country
Lloyds Banking Group,2023-03-31,26,174.96,credit_card,15:21,Liechtenstein
Paddy Power Betfair,2023-09-20,58,33.53,cash,18:06,Slovakia
Euroclear,2023-08-01,74,232.77,credit_card,18:38,Spain
SEB Group,2023-12-23,70,141.52,cash,21:49,Albania
Smurfit Kappa,2023-10-05,20,135.96,debit_card,06:08,Finland
Holcim,2023-01-30,57,245.05,credit_card,07:02,Monaco
GlaxoSmithKline,2023-10-25,2,39.45,credit_card,12:46,Hungary
Renault,2023-12-21,57,69.61,credit_card,07:02,Ukraine
Great Portland Estates,2023-02-24,45,99.7,credit_card,14:22,Poland
Aviva,2023-06-02,64,98.07,debit_card,08:46,Malta
Mediaset,2023-10-07,53,272.43,credit_card,20:03,Iceland
Antofagasta,2023-01-23,66,129.4,cash,06:22,Vatican City
Argenta,2023-02-22,98,208.47,debit_card,11:56,Hungary
Smiths Group,2023-12-03,27,268.35,cash,21:33,Slovenia
Bayer,2023-04-11,98,152.91,cash,00:06,Iceland
Admiral Group,2023-05-21,17,277.76,cash,13:51,Luxembourg
Pernod Ricard,2023-10-15,33,52.91,credit_card,00:24,Ireland
NH Hotel Group,2023-12-13,50,109.12,cash,04:38,Italy
BMW,2023-09-06,12,203.43,cash,11:29,Sweden
Galenica,2023-11-05,36,259.82,cash,18:01,Slovenia
Volvo,2023-05-31,2,79.96,cash,08:18,Czech Republic
Marston's,2023-12-11,82,148.04,cash,12:50,San Marino
Zalando,2023-10-16,1,230.42,cash,03:04,Latvia
CRH plc,2023-06-16,18,257.14,cash,10:55,Ireland
Swisscom,2023-09-02,80,270.11,debit_card,08:35,Malta
Next plc,2023-08-02,85,111.43,cash,12:02,Czech Republic
LafargeHolcim,2023-04-11,88,196.01,credit_card,11:53,North Macedonia
Electrolux,2023-08-14,66,52.51,debit_card,03:43,Andorra
Heineken,2023-10-07,66,189.64,cash,02:34,Bosnia and Herzegovina
Royal BAM Group,2023-06-18,80,53.63,credit_card,16:13,Latvia
Bord na Móna,2023-08-13,96,178.78,cash,04:20,Germany
Auto Trader Group,2023-08-14,92,276.82,credit_card,21:39,Czech Republic
AkzoNobel,2023-07-26,7,257.3,cash,15:49,Albania
ING Group,2023-07-07,84,106.15,credit_card,16:17,Andorra
Beiersdorf,2023-06-20,22,182.6,credit_card,00:09,Croatia
Orkla,2023-07-01,29,25.43,credit_card,11:07,Czech Republic
Melrose Industries,2023-05-08,5,81.06,cash,04:00,Slovakia
Prudential plc,2023-05-05,46,278.53,cash,02:32,Latvia
Allianz,2023-10-23,29,270.57,debit_card,16:47,Vatican City
Adecco Group,2023-09-16,84,117.19,debit_card,14:03,Latvia
METRO AG,2023-01-23,59,145.1,credit_card,18:55,Malta
Mediaset España,2023-11-01,4,207.07,cash,07:30,Portugal
Zurich Insurance Group,2023-05-03,26,99.23,credit_card,08:21,Germany
Repsol,2023-11-25,80,91.79,debit_card,21:32,Slovenia
Melrose Industries,2023-11-30,86,95.41,debit_card,00:14,Croatia
London Stock Exchange Group,2023-06-03,51,160.82,credit_card,00:25,Iceland
SKF,2023-04-18,46,30.44,cash,12:47,Bosnia and Herzegovina
Johnson Matthey,2023-01-30,34,139.6,credit_card,10:19,Slovenia
EDF Energy,2023-07-16,68,139.29,cash,08:25,Montenegro
Nokia,2023-07-08,94,153.47,credit_card,21:11,Sweden
Intertek Group,2023-02-12,30,86.41,debit_card,23:52,Poland
Telefónica,2023-09-16,37,255.23,debit_card,13:35,Luxembourg
Repsol,2023-09-30,8,38.36,cash,10:21,Hungary
Standard Chartered,2023-05-18,24,144.05,credit_card,23:14,Kosovo
Associated British Foods,2023-02-06,61,299.44,debit_card,05:28,Poland
Standard Chartered,2023-06-29,4,67.52,credit_card,07:09,Luxembourg
Pirelli,2023-11-17,1,65.81,credit_card,01:43,Netherlands
Anglo American,2023-12-02,59,91.42,debit_card,03:24,North Macedonia
Clariant,2023-05-11,96,256.56,credit_card,02:05,Slovakia
Aviva,2023-06-29,8,30.94,credit_card,00:07,Norway
Persimmon plc,2023-11-21,25,171.2,cash,04:13,Moldova
Société Générale,2023-02-15,32,134.94,debit_card,16:22,Poland
Vodafone,2023-10-16,28,67.57,cash,09:04,Belgium
Compass Group,2023-06-29,72,221.29,debit_card,06:30,Moldova
CRH plc,2023-06-22,26,76.34,credit_card,08:21,Luxembourg
BASF,2023-12-19,13,151.16,cash,09:02,Croatia
Boskalis Westminster,2023-12-15,74,266.12,cash,17:36,Austria
BAE Systems,2023-05-04,53,212.1,cash,12:58,Cyprus
Kingfisher plc,2023-12-27,53,46.4,credit_card,04:31,Latvia
Richemont,2023-05-17,86,130.7,debit_card,09:58,Greece
AXA,2023-06-27,83,146.63,debit_card,03:06,Malta
Total,2023-09-06,17,254.99,debit_card,00:07,Slovenia
Aegon,2023-04-12,27,288.53,credit_card,00:33,Poland
LEGO Group,2023-07-08,89,187.24,credit_card,06:05,Lithuania
Porsche SE,2023-11-06,8,93.87,debit_card,17:16,Hungary
Commerzbank,2023-09-10,1,52.07,cash,21:44,Liechtenstein
British Land,2023-07-13,90,43.44,cash,13:32,Vatican City
Banco Comercial Português,2023-09-01,4,274.54,cash,02:27,Austria
Barco,2023-09-05,51,176.15,debit_card,22:40,Netherlands
Danske Bank,2023-07-14,15,192.58,cash,04:50,Germany
ABB,2023-12-19,33,11.52,credit_card,22:28,Poland
Royal Dutch Shell,2023-09-02,25,169.37,credit_card,01:31,Luxembourg
Leonardo S.p.A.,2023-10-24,33,182.9,cash,04:25,Bulgaria
Swisscom,2023-09-03,80,252.55,credit_card,04:05,Croatia
Anglo American,2023-05-24,82,208.91,cash,05:04,Denmark
Arcadis,2023-09-07,61,142.23,credit_card,15:34,Netherlands
Swedbank,2023-10-30,23,166.7,debit_card,12:14,Greece
Clariant,2023-11-06,70,88.34,debit_card,09:12,Ireland
Segro,2023-07-18,47,21.6,debit_card,03:50,Belarus
Eni,2023-02-22,59,25.52,credit_card,20:54,Netherlands
Sainsbury's,2023-04-13,74,93.56,cash,00:37,Netherlands
Bawag Group,2023-08-12,13,62.34,debit_card,16:00,Sweden
Sika AG,2023-12-29,45,75.54,credit_card,09:59,Poland
Marston's,2023-11-24,74,87.18,debit_card,08:20,Moldova
Hammerson,2023-07-10,31,130.45,debit_card,03:54,North Macedonia
Logitech,2023-05-04,4,176.42,credit_card,20:56,Ukraine
Lonza Group,2023-09-05,49,172.61,credit_card,23:30,Croatia
LVMH,2023-06-09,94,294.39,cash,11:21,Norway
Glanbia,2023-11-11,45,149.08,cash,14:29,Czech Republic
Coca-Cola HBC,2023-01-04,97,209.56,cash,05:12,Norway
Hikma Pharmaceuticals,2023-09-15,99,66.41,cash,18:37,Slovenia
Telia Company,2023-07-17,21,110.55,cash,20:10,Ukraine
Aviva,2023-09-18,68,190.15,debit_card,18:04,Hungary
Erste Group,2023-07-29,93,294.73,cash,08:08,Liechtenstein
Straumann,2023-09-25,44,69.33,debit_card,17:00,Romania
Aviva,2023-12-16,94,256.28,debit_card,16:51,Lithuania
Zardoya Otis,2023-07-02,15,78.64,cash,06:35,Netherlands
UBS,2023-07-29,96,215.77,debit_card,21:02,United Kingdom
Neste,2023-12-22,28,243.47,debit_card,09:06,Greece
Ballast Nedam,2023-03-05,80,102.31,credit_card,14:10,Iceland
Safran,2023-03-05,46,288.01,credit_card,13:58,Serbia
Boskalis Westminster,2023-12-03,37,92.69,cash,14:37,Cyprus
Proximus,2023-07-09,83,159.69,credit_card,19:23,Sweden
Bawag Group,2023-07-11,94,182.0,credit_card,03:46,Finland
Evraz,2023-09-26,87,26.58,debit_card,01:41,Montenegro
Legal & General,2023-03-05,35,265.73,cash,18:10,Finland
Intertek Group,2023-09-06,61,70.43,cash,18:31,Serbia
GN Store Nord,2023-07-08,86,36.5,cash,14:43,Lithuania
Pandora,2023-09-09,31,185.02,cash,02:49,Latvia
ArcelorMittal,2023-10-06,44,100.47,credit_card,06:22,Liechtenstein
Melrose Industries,2023-04-09,48,147.37,credit_card,14:01,Moldova
Great Portland Estates,2023-02-01,46,248.07,credit_card,16:18,Slovenia
Aviva,2023-07-18,75,43.17,debit_card,03:07,Cyprus
GlaxoSmithKline,2023-12-12,16,139.69,credit_card,13:26,Ireland
Galenica,2023-09-13,68,97.47,debit_card,21:31,Montenegro
Tryg,2023-04-22,43,69.72,credit_card,23:44,Bulgaria
Playtech,2023-04-13,14,184.2,debit_card,04:21,Portugal
Kone,2023-05-16,22,260.9,credit_card,17:00,Kosovo
Altice Europe,2023-04-10,21,297.81,cash,18:20,Austria
Ørsted,2023-08-25,32,76.03,cash,20:25,North Macedonia
ABB Ltd,2023-08-01,76,157.5,cash,07:47,San Marino
Givaudan,2023-06-24,33,155.41,credit_card,23:00,Ukraine
Eni,2023-04-12,52,50.43,credit_card,10:49,San Marino
Smiths Group,2023-12-06,68,124.44,cash,13:33,Romania
Centrica,2023-08-13,14,263.05,cash,03:59,Montenegro
Altice Europe,2023-04-11,21,84.34,debit_card,11:02,Germany
STMicroelectronics,2023-02-17,77,124.33,debit_card,15:54,San Marino
Mota-Engil,2023-12-07,47,194.55,debit_card,15:56,Moldova
Assa Abloy,2023-12-03,2,167.04,debit_card,23:34,Bulgaria
Swatch Group,2023-02-07,35,252.48,credit_card,18:49,Andorra
Electrolux,2023-11-16,36,295.59,cash,08:01,Germany
Nestlé,2023-09-14,70,41.72,cash,09:28,Latvia
Storebrand,2023-09-10,41,229.93,debit_card,09:31,Moldova
Prada,2023-08-11,73,145.55,credit_card,22:31,San Marino
Ørsted,2023-03-19,91,75.23,cash,01:33,Kosovo
Babcock International Group,2023-06-15,28,196.14,credit_card,12:06,France
Strabag,2023-04-16,1,292.43,debit_card,12:57,North Macedonia
Glanbia,2023-01-20,55,23.45,credit_card,03:26,Switzerland
UBS,2023-07-10,32,133.71,credit_card,10:41,San Marino
Centrica,2023-02-25,88,240.84,debit_card,15:49,Iceland
Adecco Group,2023-03-31,98,58.65,cash,17:34,Germany
Barclays,2023-07-06,91,196.09,debit_card,21:38,Slovenia
Prudential plc,2023-05-22,100,132.19,debit_card,07:07,Luxembourg
Diageo,2023-03-28,60,235.45,credit_card,19:15,Vatican City
Raiffeisen Bank,2023-05-19,67,295.8,debit_card,09:40,Germany
Deutsche Börse,2023-06-16,40,236.84,cash,04:02,Moldova
GVC Holdings,2023-09-27,94,121.08,cash,17:50,Finland
E.ON,2023-04-26,56,103.18,debit_card,10:51,Serbia
IKEA,2023-05-02,11,177.43,cash,17:04,Netherlands
Bord na Móna,2023-08-04,37,237.65,credit_card,05:16,Bosnia and Herzegovina
Sage Group,2023-12-26,35,17.11,cash,21:03,Croatia
Smith & Nephew,2023-06-09,32,75.66,debit_card,09:06,Albania
JD Wetherspoon,2023-02-28,93,124.47,credit_card,15:59,Netherlands
Capgemini,2023-02-28,1,293.22,cash,18:39,Romania
Alfa Laval,2023-12-23,25,260.88,cash,08:47,North Macedonia
London Stock Exchange Group,2023-07-25,51,163.67,debit_card,19:18,Austria
DSM,2023-08-24,28,28.13,credit_card,21:23,Switzerland
EDF,2023-08-13,21,175.41,cash,03:46,Slovenia
Volvo,2023-10-09,82,102.67,debit_card,01:45,Latvia
Poste Italiane,2023-04-12,90,104.82,credit_card,10:53,Vatican City
Aviva,2023-05-25,93,215.91,debit_card,03:53,Serbia
LafargeHolcim,2023-04-20,97,42.88,credit_card,14:30,Slovakia
BT Group,2023-07-05,35,129.17,cash,16:19,Andorra
Vestas,2023-09-08,28,82.76,cash,21:22,Sweden
Lloyds Banking Group,2023-08-14,97,137.73,credit_card,02:30,Spain
OMV Group,2023-02-03,62,87.94,credit_card,23:25,Netherlands
Vestas,2023-12-09,1,226.87,credit_card,02:34,Croatia
Software AG,2023-08-16,90,98.66,debit_card,20:52,Romania
Porsche SE,2023-07-03,60,58.65,debit_card,06:07,Liechtenstein
Rentokil Initial,2023-01-29,87,291.71,cash,06:47,Kosovo
Ferrovial,2023-06-22,35,151.91,credit_card,09:04,Luxembourg
Phoenix Group,2023-02-15,4,244.13,cash,10:52,Belgium
Bayer,2023-09-18,36,147.14,cash,12:07,Iceland
Arcadis,2023-05-25,80,57.64,cash,13:47,Ireland
Kone,2023-05-14,11,217.51,credit_card,09:13,Vatican City
Koninklijke Philips,2023-02-05,49,95.77,credit_card,03:50,Latvia
Aegon,2023-01-10,73,93.45,cash,01:50,Vatican City
Next plc,2023-01-17,17,265.56,cash,12:21,Croatia
OMV Group,2023-01-30,53,43.16,cash,10:21,France
Admiral Group,2023-07-23,54,50.71,credit_card,22:41,Andorra
EDP,2023-10-27,82,280.68,cash,19:53,San Marino
Vattenfall,2023-09-25,85,142.42,credit_card,10:54,Liechtenstein
Eiffage,2023-08-23,34,103.66,debit_card,19:37,Malta
Puma,2023-06-20,43,288.64,debit_card,09:52,Ireland
K+S AG,2023-05-31,100,259.58,cash,15:54,Belarus
AXA,2023-12-30,69,23.49,credit_card,04:40,Ukraine
BT Group,2023-03-31,23,55.17,debit_card,15:56,Belgium
Danske Bank,2023-03-08,60,82.49,debit_card,12:37,Bulgaria
Experian,2023-11-06,24,165.3,credit_card,07:21,Czech Republic
Vopak,2023-05-27,100,151.47,cash,17:14,Slovakia
Cairn Homes,2023-01-09,97,84.26,credit_card,13:44,Bulgaria
Grifols,2023-10-14,50,90.43,credit_card,05:24,Vatican City
International Airlines Group,2023-01-28,79,209.32,cash,12:52,Belgium
Segro,2023-02-16,35,254.68,credit_card,09:51,Bulgaria
Ryanair,2023-06-03,76,237.08,debit_card,06:40,Cyprus
IKEA,2023-03-07,63,51.99,debit_card,23:59,Cyprus
Euskaltel,2023-08-20,53,275.38,credit_card,15:52,Latvia
Grifols,2023-04-10,46,264.51,cash,17:56,Belgium
Aegon,2023-12-31,71,214.91,debit_card,13:38,Bulgaria
Playtech,2023-03-30,12,298.17,debit_card,00:02,Albania
Sabadell,2023-10-11,91,44.28,debit_card,20:30,Finland
ABB,2023-06-04,95,35.11,cash,20:55,Kosovo
Banco Comercial Português,2023-06-29,91,161.23,credit_card,07:35,Sweden
Kone,2023-10-28,48,229.3,cash,14:54,Latvia
DSM,2023-10-12,20,223.04,cash,21:20,Switzerland
Engie,2023-07-25,70,164.76,debit_card,16:13,Ireland
Smiths Group,2023-07-01,14,32.25,cash,07:27,Finland
Kering,2023-04-24,92,280.78,cash,16:54,Iceland
EDF Energy,2023-03-31,69,14.42,debit_card,12:21,Netherlands
IKEA,2023-03-14,91,56.33,credit_card,15:49,Greece
E.ON,2023-12-06,3,252.58,cash,16:40,Albania
Assicurazioni Generali,2023-08-09,49,76.54,debit_card,02:49,Croatia
Bord na Móna,2023-04-05,15,227.37,credit_card,19:45,Cyprus
Veolia,2023-05-14,59,105.99,cash,02:42,Hungary
Bekaert,2023-12-25,69,119.53,debit_card,09:33,Moldova
Grifols,2023-01-21,41,244.69,credit_card,00:19,Greece
Kuehne + Nagel,2023-07-15,18,284.04,debit_card,23:36,Czech Republic
BMW,2023-02-09,84,207.22,cash,11:14,Belarus
Generali Group,2023-07-13,97,243.47,debit_card,21:11,Andorra
Whitbread,2023-11-14,84,51.3,debit_card,05:56,Sweden
Glencore,2023-06-20,53,117.16,debit_card,13:03,Greece
Eiffage,2023-03-15,14,96.26,debit_card,03:33,Ireland
Equinor,2023-04-11,34,274.37,cash,17:38,Spain
Bouygues,2023-08-24,8,133.73,credit_card,14:47,France
Next plc,2023-01-04,32,228.6,credit_card,21:37,Kosovo
Telecom Italia,2023-10-26,85,184.17,debit_card,01:38,Serbia
Wärtsilä,2023-01-15,10,152.2,credit_card,11:45,Montenegro
Erste Group,2023-03-04,8,263.24,debit_card,19:11,Spain
ABB,2023-01-05,63,110.39,credit_card,06:33,Norway
Swatch Group,2023-04-04,100,246.2,debit_card,01:46,Ukraine
Just Eat Takeaway,2023-12-16,19,249.52,debit_card,09:16,Spain
Assicurazioni Generali,2023-11-26,9,25.11,debit_card,20:41,Serbia
Coca-Cola European Partners,2023-07-02,83,50.58,credit_card,06:40,Belarus
SSAB,2023-12-20,12,248.71,debit_card,22:56,Portugal
E.ON,2023-02-07,68,168.17,cash,13:09,Denmark
Telecom Italia,2023-11-18,24,299.0,debit_card,11:02,Sweden
Saint-Gobain,2023-09-12,94,198.4,debit_card,14:46,Bosnia and Herzegovina
Ahold Delhaize,2023-05-26,13,188.42,debit_card,14:19,Latvia
Pirelli,2023-06-20,66,250.5,credit_card,17:31,Ukraine
NN Group,2023-07-27,63,216.2,credit_card,22:37,Albania
Clariant,2023-01-29,78,14.07,credit_card,14:58,San Marino
Mota-Engil,2023-01-10,11,130.41,debit_card,09:44,Andorra
Assa Abloy,2023-05-01,37,192.03,credit_card,16:48,Spain
Randstad Holding,2023-11-23,4,210.56,credit_card,20:26,Bulgaria
Heineken,2023-05-19,90,38.79,cash,05:26,Vatican City
SSAB,2023-05-28,83,245.5,debit_card,20:06,Luxembourg
Glanbia,2023-08-27,46,104.33,debit_card,18:40,Ukraine
Sabadell,2023-01-08,50,218.18,debit_card,02:33,Croatia
Sika AG,2023-02-26,71,207.67,debit_card,08:08,Finland
Vienna Insurance Group,2023-09-07,61,108.45,credit_card,06:20,San Marino
Lindt & Sprüngli,2023-03-17,53,12.37,debit_card,10:57,Greece
CaixaBank,2023-08-05,8,251.61,cash,11:13,Lithuania
Hammerson,2023-06-13,68,268.74,cash,14:31,Monaco
Safran,2023-08-02,78,263.37,debit_card,00:07,San Marino
Galenica,2023-05-16,66,278.11,credit_card,07:04,Slovakia
Paddy Power Betfair,2023-04-16,97,129.67,credit_card,02:37,Spain
JD Sports Fashion,2023-03-11,88,39.53,cash,01:36,Denmark
Bpost,2023-11-20,10,225.33,debit_card,13:50,Kosovo
Swisscom,2023-09-18,20,87.15,cash,19:39,Austria
Whitbread,2023-08-08,4,176.36,cash,03:10,Austria
Abertis,2023-01-15,38,143.69,cash,00:19,Belgium
Babcock International Group,2023-04-26,1,292.28,credit_card,13:49,Liechtenstein
Antofagasta,2023-10-31,42,78.15,cash,05:17,Romania
Blackstone Group,2023-01-13,31,162.14,debit_card,05:15,Luxembourg
Auto Trader Group,2023-02-23,87,222.25,debit_card,05:39,Kosovo
Compass Group,2023-07-29,26,70.68,debit_card,04:40,United Kingdom
Vestas,2023-11-14,20,40.56,debit_card,23:42,North Macedonia
Vestas,2023-10-02,78,75.36,cash,03:45,Estonia
BP,2023-11-13,19,122.69,debit_card,11:58,North Macedonia
Derwent London,2023-01-09,21,19.09,debit_card,18:58,Lithuania
Smurfit Kappa,2023-11-30,65,122.99,credit_card,22:14,Iceland
Admiral Group,2023-10-11,49,202.83,cash,16:43,Montenegro
Mediaset,2023-06-14,95,67.05,cash,17:02,Latvia
Volvo Group,2023-08-08,12,30.28,credit_card,16:04,Andorra
Diageo,2023-05-11,45,230.06,cash,10:06,Belarus
Altice Europe,2023-09-14,32,132.31,cash,05:24,Kosovo
Grifols,2023-12-10,38,111.34,cash,07:45,Luxembourg
Osram,2023-02-08,46,212.38,cash,06:40,Romania
ASML Holding,2023-12-31,56,199.5,cash,03:59,United Kingdom
UCB,2023-06-17,85,194.46,debit_card,03:30,Sweden
SSAB,2023-06-02,37,90.71,debit_card,12:21,Belarus
Eiffage,2023-05-21,87,288.78,credit_card,07:28,Spain
Boskalis Westminster,2023-05-24,47,200.77,debit_card,10:38,North Macedonia
Rio Tinto,2023-02-26,21,226.96,cash,03:51,Liechtenstein
Diageo,2023-05-21,79,13.0,debit_card,06:39,Liechtenstein
Ferrovial,2023-11-29,67,116.93,cash,07:53,Bosnia and Herzegovina
Electrolux,2023-08-07,70,214.27,debit_card,00:48,Poland
Kuehne + Nagel,2023-12-02,25,238.86,credit_card,06:40,Luxembourg
ASML Holding,2023-10-24,85,185.93,debit_card,14:36,Vatican City
Porsche SE,2023-05-21,57,196.52,credit_card,07:07,Albania
Informa,2023-08-26,88,57.75,debit_card,08:12,Andorra
Veolia,2023-09-03,22,233.46,cash,07:40,Albania
Land Securities,2023-11-12,23,132.77,credit_card,05:41,Andorra
Ryanair,2023-12-31,74,77.53,debit_card,15:46,Netherlands
CRH plc,2023-03-12,15,277.43,credit_card,00:59,France
ING Group,2023-12-29,21,291.67,debit_card,12:38,Bosnia and Herzegovina
BHP,2023-11-26,78,50.25,debit_card,11:19,Romania
Kuehne + Nagel,2023-08-28,59,218.84,cash,05:49,Lithuania
Credit Suisse,2023-12-26,12,59.36,cash,00:40,Poland
Legrand,2023-04-26,43,215.66,credit_card,12:16,United Kingdom
Hikma Pharmaceuticals,2023-12-27,62,23.67,debit_card,08:36,Hungary
Lloyds Banking Group,2023-07-12,73,38.82,cash,04:07,Kosovo
Solvay,2023-03-05,32,91.15,credit_card,04:59,Estonia
Generali Group,2023-07-31,85,12.5,debit_card,07:04,Vatican City
Smurfit Kappa,2023-03-05,47,15.33,debit_card,19:12,Lithuania
Getinge,2023-09-03,70,208.86,debit_card,12:01,Andorra
ING Group,2023-06-09,33,124.89,cash,01:48,Hungary
888 Holdings,2023-08-01,24,196.95,debit_card,05:10,Ukraine
GlaxoSmithKline,2023-10-30,87,193.26,credit_card,16:22,Luxembourg
Bayer,2023-09-28,66,42.11,cash,04:03,Belarus
Grupo ACS,2023-08-07,40,220.88,cash,17:00,Monaco
Assa Abloy,2023-04-27,92,210.16,cash,04:53,Moldova
Melrose Industries,2023-11-17,14,37.86,debit_card,13:49,Norway
Anheuser-Busch InBev,2023-07-25,99,89.39,cash,22:14,Cyprus
Ryanair,2023-08-15,13,230.88,debit_card,01:54,Moldova
Nordea,2023-10-26,21,289.4,credit_card,18:40,Vatican City
Bouygues,2023-06-10,63,192.33,cash,10:44,Norway
Spirax-Sarco Engineering,2023-10-19,18,36.83,debit_card,20:18,Serbia
Bpost,2023-06-24,13,262.99,credit_card,20:42,Poland
Stellantis,2023-11-02,38,155.6,credit_card,23:40,Slovenia
GlaxoSmithKline,2023-10-30,7,268.6,cash,02:24,France
United Utilities,2023-02-27,96,297.73,cash,07:22,Romania
United Utilities,2023-11-30,7,77.61,cash,02:13,Greece
Prudential,2023-05-13,9,14.17,cash,20:34,Italy
AkzoNobel,2023-12-15,85,72.23,cash,10:57,Austria
Ryanair,2023-07-24,22,282.07,cash,19:32,Vatican City
Royal Dutch Shell,2023-09-16,46,109.63,cash,19:33,Latvia
Coca-Cola HBC,2023-09-29,24,15.58,debit_card,20:45,Vatican City
ArcelorMittal,2023-02-23,47,176.07,debit_card,14:37,Ukraine
Enel,2023-06-12,85,280.76,debit_card,21:25,Andorra
Assicurazioni Generali,2023-03-21,24,13.39,debit_card,10:40,Malta
Jerónimo Martins,2023-05-12,22,95.65,cash,13:27,Latvia
AkzoNobel,2023-12-06,60,57.16,debit_card,07:20,Andorra
National Grid plc,2023-07-15,72,121.03,debit_card,05:57,Cyprus
Rio Tinto,2023-03-26,69,271.41,credit_card,04:02,San Marino
Legal & General,2023-08-20,93,126.81,debit_card,22:53,United Kingdom
Givaudan,2023-04-26,18,240.4,cash,03:11,Italy
Experian,2023-04-04,95,128.56,cash,11:39,Lithuania
Kuehne + Nagel,2023-02-18,67,39.33,cash,04:21,Montenegro
GlaxoSmithKline,2023-11-04,53,45.48,credit_card,03:49,Luxembourg
Bouygues,2023-04-22,21,147.58,cash,18:01,Ukraine
William Demant,2023-07-31,20,76.91,cash,09:16,Austria
ING Group,2023-09-05,67,220.98,debit_card,08:49,San Marino
Novartis,2023-08-06,95,27.55,cash,05:35,Moldova
Fortum,2023-02-19,3,171.24,cash,06:25,United Kingdom
Schroders,2023-12-12,3,143.01,debit_card,00:42,Montenegro
Assicurazioni Generali,2023-08-03,87,243.63,cash,05:14,Czech Republic
Talgo,2023-05-20,25,200.27,credit_card,18:49,Romania
Henkel,2023-07-05,96,61.59,cash,16:13,Luxembourg
Auto Trader Group,2023-08-19,66,11.7,credit_card,01:05,Spain
EDP,2023-02-24,70,182.72,debit_card,08:23,Czech Republic
Fortum,2023-08-27,26,245.21,credit_card,14:52,Albania
Danone,2023-07-15,31,57.99,debit_card,07:55,Spain
Stora Enso,2023-02-13,12,36.5,debit_card,02:12,Austria
Air Liquide,2023-08-15,43,111.11,credit_card,11:59,Slovakia
Aena,2023-08-01,12,131.55,debit_card,20:04,Estonia
JD Sports Fashion,2023-12-07,41,160.28,credit_card,03:18,North Macedonia
Diageo,2023-10-16,66,183.06,debit_card,07:04,Cyprus
Mondi,2023-08-01,13,184.02,credit_card,06:16,Switzerland
BASF,2023-03-18,9,279.99,cash,10:06,Switzerland
